document id,Document Number,Year,Benefactor,benefactor ID,Granter,granter ID,object,Summary,Latin transcript,Notes,mentions coloni?,witnesses,Neighbours,description of holding,url,Churches mentioned,church ref,Locations mentioned,grant location  id,granter home id,Charter enacted location id
48,RF 268,828,"Farfa, Abbot Ingoald","1,11",,,,"Placita in which :  guilderadus filius cuiusdam teudelapi  and isemundus filius cuiusdam sindolfi, and gaiderisius filius cuiusdam paltareni, carry out complaint against  Farfa by Romualdo and Hildeperga his sister. regarding their inheritance of the curtis of Sancti Abundi (presumably in Camerino) Romualdo  What happened to Romualdo _ for his spirit and pride he asked? Did he go into service in the monastery, is that what is implied? ","
IN DEI NOMINE. NoTiTiA iudicati. Dvm residerem ego geribernus castaldius in placito in curte mea intus ciuitatem camertulam ad singulorum hominum causas audiendas uel deliberandas, et adessent ibi nobiscum insarius, gualdepertus scauini de firmo, Aruinus castaldius, albuinus, grimaldus, gudefredus, afredus scauini, taxilo, gumpertus, sicefredus, magenarius, raco et reliquis plurimis ibidem astantibus, uenientes in nostra praesentia guilderadus filius cuiusdam teudelapi, et isemundus filius cuiusdam sindolfi, et gaiderisius filius cuiusdam paltareni, reddiderunt quaerelas aduersus ingoaldum abbatem de monasterio sanctae mariae territorio sabinensi loco qui dicitur acutianus, et dixerunt: Facite nobis iustitiam de parte monasterii et istius domni ingoaldi abbatis, qui tenet ad partem monasterii curtem sancti abundii, cum casis, terris, seu uineis, et omnes in integrum ipsas res in praedicto loco qui fuit de romualdo et de hildeperga filia eius, cuius haereditates nobis legibus peruenire debent , quia ipsas omnes res in praedicto loco tenet ad partem monasterii contra legem, pro qua re nescimus. 

Ad haec respondebat ipse ingoaldus abbas, una cum ildebaldo aduocato suo, et dicebat: Vaerum est quia ad partem praedicti monasterii tenemus casas et omnes ipsas res de curte sancti abundii et eius uocabulis, ipsas quae fuerunt romualdi et hildepergae filiae ipsius, quas uos quaeritis et nos tenemus ad partem monasterii cum lege, non contra legem, quia ipse romualdus, cuius haereditatem uos quaeritis, omnia ad partem monasterii dedit prò anima sua, et inde in ipso monasterio cartulam emisit. Et ecce ipsam cartulam hic in manibus habemus in uestra praesentia. Et nos qui supra iudices ipsam cartulam testamenti in nostra praesentia relegi fecimus. Et continebatur in ea, quomodo romualdus per cartulam testamenti dedisset omnes res suas in territorio camertulo et in eius uocabulis, in monasterio sanctae mariae territorii sabinensis, loci qui dicitur acutianus, cum casis et terris et siluis et uineis, salictis, pratis, pascuis, pomis, arboribus et cultum uel incultum, seruos uel ancillas, mobilia uel im mobilia, et omnia in integrum. Excepto seruos et ancillas. Quos liberos dimisit et in monasterio non dedit. Nam alias omnes res suas in praedicto loco et in eius uocabulis in ipso monasterio in integrum dedit. Et ipsa cartula scripta erat a diebus teudicii qui fuit dux ducatus spoletani, per fusonem notarium, indictione vj. Et ipse praedictus romualdus qui ipsam cartulam testamenti in ipso iam dicto monasterio fieri rogauerat , in ea manu subscriptum habebat et testes in ipsa cartula testamenti manu subscriptum habebant. Idest stabilis, cunipertus sculdahis, Auduinus sculdahis, Toto sculdahis, guillo, loparius, ex rogatu ipsius romualdi. Et postquam ipsa cartula lecta fuit in nostra praesentia, nos iudices interrogauimus ipsum praedictum guilleradum et hisemundum et gaiderisium, et diximus eis: Vultis aliquid contra istam cartulam testamenti de ipsis rebus romualdi et hildepergae filiae eius contendere, an non? Et illi dixerunt: Certe dicimus uobis uaeritatem, quia aduersus istam cartulam testamenti de ipsis rebus romualdi et hildepergae filiae eius, cuius haereditatem nos quaerimus, postquam ipsam cartulam testamenti uidimus quam ipse romualdus in iam dicto monasterio pro anima sua fieri rogauit, neque de eius substanfiis ncque de eius rebus, amodo quaerimus neque contendimus, quia nos nolumus nec legibus possumus, quia ista cartula bona est quam prò anima sua fecit, nec aduersus partem monasterii, postquam ipsam cartulam uidimus, contendimus, sed uolumus ut omnis res ipsius romualdi sit in ipso iam dicto monasterio, ubi eam prò anima sua iudicauit. Et nos qui supra iudices, postquam ab ipso guillerado et hisemundo et gaiderisio talia audiuimus dieta facientibus renuntium, quod aduersus ipsam cartulam contendere noluissent nec legibus possent, ut paruit nobis recte, iudicauimus 
",,,,,,,1,66,,52,52,
49,RF 254,821,,"1,11",,"78,79",,Sale of land by Lupo and Cuniprandus son of Guilprandi near Carmetulae. ,"
IN NOMINE DOMINI DEI SALVATORis NOSTRI iHESU CHRisTi. Hludouici Serenissimi augusti a deo coronati magni et pacifici imperatoris, romanum gubernantis imperium, anno in dei Nomine viij. et temporibus gerardi ducis, anno ducatus eius in christi nomine vj. mense septembris, Die j. Indictione xiiij. Ciuitatis camertulae. Ego lupo et cuniprandus germani filli cuiusdam guiliprandi bona nostra uoluntate uendidimus atque tradidimus tibi ingoaldo viro venerabili abbati, terram nostram in fundo paterno, qui est unum congruum per loca designata. Ab uno latere usque terram taciperti et cameronis, et ab alio latere usque terram iam dicti taciperti et cameronis, et desuper usque uiam publicam, de suptus usque terram sanctae mariae. Ipsam terram cum arboribus suis et cum medietate de una casa quae ibidem super ipsam terram posita est. Et uendidimus tibi, cui supra, terram nostram, quartarium loci in loco qui nominatur fanulo, super sanctum abundiurrj. Vnde recepimus a te pretium boum parium j et iumenta j. Quod apud nos habere testamur. Tali ordine spondimus nos et nostri haeredes, quod si uobis uel uestris successoribus non potuerimus a quolibet homine defendere, ipsam nostram uenditionem uobis in ipsis locis duplam repromittimus componere. Quam nero cartulam ego ildolfus notarius scripsi. Signum * manus luponis, Signum * manus cuniprandi qui hanc cartulam fieri rogauerunt * Ego fuso manu mea * Ego teuphanius, qui maio uocor, manu mea. Ego gunfredus manu mea. * Ego qui super ildolfus notarius scriptor huius cartulae inclausi et finiuj. ",,,,,,,1,66,Camertulae,52,52,
50,RF 187,808,,"1,81",Rodopertus ,80,Church with dote and half of Guilds,Very interesting. Rodoricus/Robertus donates the church of Saint Stephen with its dota. Also half of the Gualdo. Dedicated to the same saint. [HOW WAS the gualdo associated with the land] Cuntifred  who witnesses this charter is a possible papal Actionariius,"Ego rodoricus filius cuiusdam halarici profiteor quia antea pro redemptione animae meae donaui in monasterio sanctae dei genitricis semperque uirginis mariae sito in acutiano, territorii sabinensis, ubi et uir uenerabilis benedictus abbas praeesse uidetur. Idest aecclesiam sancti stephani cum omni dote sua quae ad ipsam aecclesiam pertinet, in integrum a die praesenti in ipso sancto suprascripto monasterio tradimus possidendam. Simul et in ipso sancto monasterio donauimus a die praesenti medietatem de curte seu gualdo ibidem ad sanctum stephanum, cum omnibus quae ad ipsam medietatem pertinet in integrum, ut diximus a die praesenti in ipso sancto monasterio iam antea tradidimus et per scriptum firmauimus. Modo quidem ego qui supra rodoricus, nemine me cogente ncque uim faciente nisi bona et spontanea uoluntate mea, dono, trado atque concedo in aeterna traditione pro redemptione animae nostrae a die praesenti in ipso sancto suprascripto monasterio tradimus possidendam, casas, terras, siluas, prata, pascua, ripas, salicta, cultum et incultum, omnia et in omnibus, quantum ad ipsam aliam medietatem de ipso gualdo uel curte pertinet in integrum tradimus possidendam. Excepto illam siluam ad illum caerasium, quam massolo cuiusdam frauperti reseruauimus in eius potestate. In alia cartula. Et medietatem de gualdo nostro, quem habemus ad sanctum stephanum, qui est prope gualdum uestrum de tanciis et prope gualdum de aepiscopio sanctae reatinae aecclesiae, et ipse gualdus nuncupatur ad sanctum pancratium. Et de alio latere tenent helina et rodiperga ancillae dei. Omnia in integrum a praesenti die in ipso sancto caenobio tradimus possidenda. Quatinus ab hac die firmum et stabile sit donum nostrum in ipso suprascripto monasterio, et neque a nobis, ncque ab ullo haerede posteroque nostro, neque ab ullo homine aliquando contradicatur nostra donatio uel traditio, sed omni tempore stabilis permaneat in ipso sancto suprascripto monasterio, et nullo unquam tempore liceat michi nolle quod semel uolui, sed inuiolabiliter me obseruare promitto. Actum in reate, mense et indictione suprascripta. Signum ^ manus rodorici qui hanc cartulam fieri rogauit. ^ Ego fraupertus manu mea. ^ Ego halaricus manu mea. ^ Ego escamara manu mea. Ego rimo manu mea. ^ Ego cuntefredus manu mea. «J» Ego scaptolfus manu mea. ^ Ego hisimundus notarius scriptor huius cartulae post omnium testium roborationem compleui et dedi. ","I rodoricus son of Halaric offer these things for the redemption of my soul  bestow in (Farfa and Benedict abbot is seen to preside.  That is the aecclesiam Saint Stephen with all the dote that belongs to the said church, in inteirety at the present day in that same sacred monastery above will possess.  At the same time at the present day I have donated half of the curte or gauldo there to saint Stephen, hald of all the things pertaining to in its entirety. That said at the present day we give to the sacred monastery and confirm by writing. (Just as I described above own volition etc…)……… Except that wood ad cerasium which massolo of the Frauperti reserves in his potestate. In another document.And half of our Gualdo towards St. Stephen which is close to your guladum vestrum de Tanciis and close to the gualdum of the bishop of Reati and that Guilds named for Saint Pancras and the other side from Helina and rodiperga nuns (ancillae dei) All in its entirety at the present day the sacred monastery will hold all things in order.  ",no,,81,Gualdus,https://archive.org/stream/ilregestodifarfa1879greg#page/152/mode/2up,"2,","73,","Rieti,caerasium, Gualdus of Tanci identified by RF RF 751 Also mentions location 54.",53,,1
51,RF 186,808,,"1,81",,80,half of Guilds,"Same dude, Charter for gualdus. ","IDN Notitia breuis, ante quorum presentiam tradidit et inuestiuit a praesenti die rodopertus filius cuiusdam halarici pro redemptione animae suae domnum benedictum abbatem monasterii sanctae dei genitricis mariae siti in acutiano, territorii sabinensis, omnem medietatem de gualdo et curte quam habuit sanctum stephanum, et tradidit ei ipsam aecclesiam sancti stephani a praesenti cura dote, quantum ad ipsam aecclesiam per singula loca uel uocabula pertinet. Casas, uineas, terras, siluas, prata, pascua, ripas, salicta, arbores et poma, cultum uel incultum, omnia et in omnibus, et quic quid ad ipsam medietatem de ipso gualdo uel curte et aecciesia sancti stephani cum omni dote qui ad ipsam aecclesiam pertinet, ut diximus, in integrum a praesenti die tradidit in manus domni benedicti abbatis, et tradidit ei illam clauem de praenominata aecciesia sancti stephani. Et ipse abbas a praesenti bora cum monachis suis intrauit in ipsam aecclesiam, et in omnes suprascriptas res, ut per eius ordinationem in ipso sancto monasterio permanerent. Et facta sunt haec omnia suprascripta in praesentia testium, hoc est: Scaptolfi, halarici, contefridi, formosi germanorum, goderisini de caneria, et rimonis, scamarae filii guillonis, gaitari et mancie de caneria. Hoc breue traditionis ego hisimundus notarius scripsi xiiij. die mensis ianuarii, indictione j. Imperante domno Karolo serenissimo augusto, anno viij. Et anno regni eius deo propitio xxxviij. in francia, et in hitalia xxxvj. Seu et regnante domno pipino filio eius rege gentis langobardorum, anno regni eius deo propitio xxviij. <J» Ego scaptolfus in hac traditione interfui. * Ego halaricus bis actis interfui, Ego goderisi interfui. * Ego rimo his actis interfui. 
",gave abbot the key to Saint Stephens,,,,,,1,73,"Rieti,",,,1
53,RF 188,808,,"1,81",,84,,Fraupertus neighbour of  Rodoricus donates woods /silvum (presumably not fiscal as gualdum not mentioned..) ,"Ego fraupertus filius cuiusdam agiperti sana mente et integro Consilio, nemine me cogente neque uim faciente nisi bona et spontanea mea uoluntate, dono trado atque concedo in aeterna traditione prò remedio animae meae in monasterio sanctae dei genitricis semperque uirginis mariae sito sabinis, in loco qui dicitur acutianus, ubi et uir uenerabilis benedictus abbas praesens esse uidetur, siluam nostram quam habemus ad sanctum stephanum in loco qui uocitatur ad illum caerasum. Ipsam terram. Ab uno latere terra helinae ancillae dei, et ab alio latere terram maxioli. Etunum caput ueniens in fossatum de numisiano. Et aliud caput ueniens in terram ipsius helinae ancillae dei. Ipsam siluam cum pomis et arboribus, pascuis, ripis et omnia in omnibus et quanto in suprascripto loco habemus, in integrum a die praesenti in suprascripto monasterio tradimus possidendam. Quatinus ab hac die firmum et stabile sit in ipso sancto loco donum nostrum. Et neque a nobis neque ab ullo homine aliquando contradicatur, sed omni in tempore stabile permaneat. Et nullo unquam tempore liceat michi nolle quod semel uolui. Sed in perpetuis temporibus stabile permaneat donum nostrum in ipso sancto et pio loco. Actum in reate, mense et indictione suprascripta. Ego fraupertus in hac cartula a me facta manu mea. * Ego fratellus manu mea. * Ego acerisius manu mea. * Ego hildericus manu mea. * Ego maurus manu mea. * Ego gundipertus manu mea. * Ego opteramus notarius scriptor huius cartulae post omnium testium compleui et dedi. ",,,,80,,,,,,54,,
54,RF 239,819,"Farfa, Abbot Ingoald","1,11",IohanneSon of Teudepertus Scuhaldis,20,,,"IN nomine domini dei salvatoris nostri ihesu christi. HLudovico diuina ordinante prouidentia imperatore augusto, anno imperi) in christi nomine vi."" Mense mail, Die ij., per indictionem xij. Ego iohannes sculdahis de Spoleto, filius cuiusdam teudati sculdahis, Manifestum est quia feci cartulam prò anima mea, et prò remedio animae bonae memoriae ieonis cognati mei, seu totae coniugis eius sororis meae, in monasterio sanctae dei genitricis mariae, sito sabinis, in loco qui dicitur acutianus, ubi uir uenerabilis domnus ingoaldus abbas praeesse uidetur, siue ad cunctam congregationem eiusdem monasterii. Idest de rebus illis quae fuerunt cuiusdam leonis in asera super uiam publicam. In primis aecclesiam sancti iohannis, quae est posila super salariam publicam, cum cella sua in finibus reatinis in loco qui dicitur asera. Hoc est casas, terras, uineas, prata, pascua, siluas, salicta, riuos, ripas, limites, cultum uel incultum, casas colonicias, seu colonos uel colonas, seruos uel ancillas, mobilia et immobilia, omnia in integrum, quanta ibidem hoc tempore habemus. Nam omnia super salaria publica siue de comparatione, siue de concambiatione, uel affiliatione, seu donatione, uel de quolibet attractu ad eum dinoscitur peruenisse, super salariam publicam et ad ipsam curtem in asera pertinet, et michi a teudiperto per cartulam comparationis euenit, et qualiter michi pertinet, omnia in integrum in ipso sancto monasterio concedimus possidenda. Excepto constantiolum et sindolum et probacciolum cum famulis suis, solis personis illorum, quas in mea reseruaui potestate. Modo quidem ego qui supra iohannes sculdahis habeo petitionem ad te, domne ingoalde abbas, et ad tuos monachos, ut ipsas res quas uobis uel monasterio uestro per cartulam a die praesenti emisi , michi sub beneficiali ordine prestare dignaretis, quod ita obaudistis petitionem meam et concessistis michi iohanni sculdahis ipsas res in asera quas in monasterio uestro per cartulam delegaui ut ipsas res habeam diebus uitae meae in nostra potestate tantum usu fruendi. Iaborandi, cultandi et meliorandi. Nam nullo ingenio in alterius potestatcm alienandi, sed annualiter prò ipsis suprascriptis rebus debeam persoluere tibi, domne ingoalde abbas, uel tuis successoribus ad missas sanctae dei genitricis mariae quae euenit xviij. Kalendas septembris, prò pensionis nomine, denarios vj. Et si ego iohannes sculdahis haec omnia superius nominata non adimpleuero diebus uitae meae, componam uobis solidos franciscos ce. et haec precaria in sua permaneat firmitate. Et post meum quandoque deo nolente discessum, omnes ipsae res in integrum, sicut inuestra cartula continetur, sine ulla compellatione seu expectata traditione, in uestram uel successorum uestrorum faciatis reuocare potestatem. Actum in reate, mense et indictione suprascripta. * Ego iohannes sculdahis in hac precaria a me facta manu mea. * Ego probatus manu. * Ego halaricus testis. Ego campo manu mea. * Ego gaidemarius manu mea. * Ego fraupertus testis. ^ Ego opteramus notarius scriptor huius cartulae post testium roborationem compleui et dedj. ","Curious, Very similar to document 22 in many respects. The first money lease also exists in relation to this land. CE",yes,,,,,,,Asera,55,,1
55,RF 189,808,"Farfa, Benedict Abbot","1,81",Massiolo,86,,,"IN NOMINE PATRIS ET FiLii ET spiRiTUs SANCTi. Ab incamatione domini nostri ihesu christi anno dcccviij. Et auxiliante domino anno viij. imperii Karoli a deo coronati magni et pacifici romanum gubernantis imperium, atque per misericordiam dei regni in francia deo propitio xxxviiij., et in hitalia xxxvj. Seu et regnante domno nostro pipino filio eius rege langobardorum, anno in dei nomine xxviij. Mense iunii, die xviij., per indictionem ij. Ego massiolus filius cuiusdam caluuli, de propria substantia mea cartulam a die praesenti emisi in monasterio sanctae dei genitricis MARIAE sito sabinis in loco qui dicitur acutianus, ubi et uir uenerabilis benedictus abbas praesens esse uidetur, et sicuti mos est a die praesenti confirmaui et tradidi ipsas res quas michi bonae memoriae rodoricus ad sanctum stephanum dedit et per cartulam confirmauit. Et nunc quidem habeo petitionem meani ad te domnum benedictum abbatem et ad tuos monachos, ut ipsam substantiam suprascriptam per concessionem beneficii uestri, diebus uitae mèae et lamperti et anserami filiorum meorum haberem, usu fruendi, Iaborandi, colendi, cuitandi, et meliorandi. Nam nec uendendi, nec donandi, neque negligendi, neque per quodlibct ingeniiim in alios homines transmittendi. Et hoc concessistis nobis in ea ratione, ut omni anno, ad missas sanctae dei genitricis mariae, quae euenit xviii. kalendas septembris, persoluamus uobis seu successoribus uestris pensionis nomine denarios iii., et ipsas res in nostra habeamus potestate diebus uitae nostrae tantum usu fruendi. Et si de ipsa suprascripta substantia causationem per nos, aut per submissam a nobis personam, aut per cuiuslibet argumenti ingenium, contra te benedictum abbatem, aut contra tuos successores opponere uoluerimus, uel ipsas suprascriptas resede potestate monasterii sanctae mariae subtrahere uoluerimus, componamus uobis uel successoribus uestris auri solidos mancosos quinquaginta. Actum in reate, mense et indictione suprascripta. Signum * manus massioli qui hanc cartulam fieri rogauit. * Ego gudipertus manu mea. * Ego picco manu mea. Ego halaricus manu mea. Ego taciprandus manu mea. Ego iohannes manu mea. * Ego opteramus notarius scriptor huius cartulae post omnium testium compleui et dedi. ",Relates to the land around St. Stephen.  Massolo tenant of wood mentioned in Document 50. Mentions deceased Rodericus and Donation of Ad Sancti Stephen. Money rent mentioned for usufruct interesting early instance of this.  http://www.charlemagneseurope.ac.uk/browse/charters/892/transaction/10813/,,,,,,Sancti Stephani,73,,54,,1
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"

Documento 192.  808 Really interesting bit about Pope. Revisit.!
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
